"ID"	"MaxEcotype"	"AssignmentP"	"AssignmentQ"	"AssignedToEcotypeStates"	"Ecotype"
"247"	"TCGA.77.8007.01A.11R.2187.07"	"E5"	0.000487706492151787	0.00381020696993584	TRUE	"E5"
"9"	"TCGA.NC.A5HM.01A.12R.A26W.07"	"E6"	0.0521388837064462	0.101833757239153	TRUE	"E6"
"20"	"TCGA.63.5131.01A.01R.1443.07"	"E6"	0.131473646584166	0.180595668384844	TRUE	"E6"
"37"	"TCGA.60.2721.01A.01R.0851.07"	"E6"	0.0711648619095021	0.125290249840673	TRUE	"E6"
"38"	"TCGA.66.2781.01A.01R.0851.07"	"E6"	0.0375434637661262	0.0834840423701137	TRUE	"E6"
"39"	"TCGA.52.7810.01A.11R.2125.07"	"E6"	0.0805655435688733	0.135477217514993	TRUE	"E6"
"50"	"TCGA.43.5670.01A.21R.2125.07"	"E6"	0.100409596153941	0.149419041895746	TRUE	"E6"
"63"	"TCGA.22.4595.01A.01R.1201.07"	"E6"	0.123509240835195	0.173468034880892	TRUE	"E6"
"67"	"TCGA.18.3406.01A.01R.0980.07"	"E6"	0.140063785819496	0.189275386242562	TRUE	"E6"
"69"	"TCGA.98.8021.01A.11R.2247.07"	"E6"	0.0484317183157979	0.0960946791980117	TRUE	"E6"
"71"	"TCGA.85.A4JB.01A.51R.A262.07"	"E6"	0.0968557607710233	0.147871657044875	TRUE	"E6"
"77"	"TCGA.66.2788.01A.01R.0980.07"	"E6"	0.0557898309533326	0.105662558623736	TRUE	"E6"
"78"	"TCGA.94.7557.01A.11R.2125.07"	"E6"	0.0997176866084842	0.149277973964797	TRUE	"E6"
"87"	"TCGA.92.7340.01A.21R.2045.07"	"E6"	0.0760670881726483	0.130251863309329	TRUE	"E6"
"113"	"TCGA.63.A5MI.01A.12R.A27Q.07"	"E6"	0.0832343941963675	0.137805288404582	TRUE	"E6"
"115"	"TCGA.34.5241.01A.01R.1443.07"	"E6"	0.049342715218494	0.0971313291702639	TRUE	"E6"
"124"	"TCGA.58.8391.01A.11R.2326.07"	"E6"	0.157038098364228	0.203417225860399	TRUE	"E6"
"125"	"TCGA.85.7843.01A.11R.2125.07"	"E6"	0.0346639386452437	0.0802405987158418	TRUE	"E6"
"133"	"TCGA.NC.A5HD.01A.11R.A26W.07"	"E6"	0.0989257432074769	0.148984553023309	TRUE	"E6"
"136"	"TCGA.56.5898.01A.11R.1635.07"	"E6"	0.130924532164392	0.180595668384844	TRUE	"E6"
"137"	"TCGA.56.7731.01A.11R.2125.07"	"E6"	0.0553485899045949	0.105662558623736	TRUE	"E6"
"140"	"TCGA.43.A56V.01A.11R.A26W.07"	"E6"	0.0234991335830858	0.058166172235361	TRUE	"E6"
"144"	"TCGA.66.2734.01A.01R.0980.07"	"E6"	0.0923195702498398	0.144249328515375	TRUE	"E6"
"146"	"TCGA.21.5786.01A.01R.1635.07"	"E6"	0.0975952936496174	0.147871657044875	TRUE	"E6"
"157"	"TCGA.77.8139.01A.11R.2247.07"	"E6"	0.0400889027170517	0.0866838228305672	TRUE	"E6"
"159"	"TCGA.63.A5MT.01A.21R.A26W.07"	"E6"	0.0633772028513182	0.114813773281374	TRUE	"E6"
"161"	"TCGA.85.7697.01A.11R.2125.07"	"E6"	0.00828339783538396	0.027248019195342	TRUE	"E6"
"167"	"TCGA.60.2719.01A.01R.0851.07"	"E6"	0.131165604936636	0.180595668384844	TRUE	"E6"
